date,annee,mois,semaine_epidemio,region,latitude_region,longitude_region,population_region,femmes_enceintes,enfants_moins_5_ans,naissances_semaine,porteurs_chroniques_estimes,prevalence_aghbs_region,femmes_enceintes_depistees,femmes_enceintes_aghbs_positives,enfants_exposes_aghbs,enfants_vaccines_naissance,enfants_devenus_porteurs,taux_transmission_mere_enfant,couverture_vaccinale_naissance,cas_chroniques_enfants,cas_chroniques_adultes,cas_chroniques_seniors,cas_aigus,nouveaux_diagnostics_aghbs,cas_chroniques_suivis,deces,new_recoveries,total_recoveries,tests_depistage,personnes_traitees,taux_incidence,taux_letalite,taux_depistage,taux_positivite_aghbs
2021-05-12,2021,5,2021-W19,Anosy,-25.0333,46.9833,957916,28737,143687,460,75579,0.0789,5425,424,36,206,4,11.11,44.97,1027,4453,1371,0,430,6851,1,381,22511,4898,1626,0.0789,0.01,0.5113,7.82
2021-05-19,2021,5,2021-W20,Analamanga,-18.9137,47.5247,4290727,128721,643609,2062,266883,0.0622,30164,1855,128,994,15,11.72,48.22,4104,17785,5473,0,1236,27362,0,1648,80879,19225,6573,0.0622,0.0,0.4481,6.15
2021-05-19,2021,5,2021-W20,Bongolava,-18.9333,45.6667,794456,23833,119168,381,51639,0.065,3910,275,24,181,3,12.5,47.76,716,3105,956,0,295,4777,0,283,15862,4316,1120,0.065,0.0,0.5433,7.03
2021-05-19,2021,5,2021-W20,Itasy,-19.0167,46.7667,1063882,31916,159582,511,65215,0.0613,5548,368,31,235,4,12.9,46.1,932,4040,1244,0,244,6216,0,232,19212,4490,1490,0.0613,0.0,0.422,6.63
2021-05-19,2021,5,2021-W20,Vakinankaratra,-19.8667,47.0333,2462316,73869,369347,1183,154140,0.0626,13197,849,74,541,10,13.51,45.79,2090,9060,2789,0,718,13939,0,908,47176,10451,3403,0.0626,0.0,0.4244,6.43
2021-05-19,2021,5,2021-W20,Amoron'i Mania,-20.0,47.1167,991145,29734,148671,476,66109,0.0667,6511,469,31,213,4,12.9,44.79,903,3913,1204,0,268,6020,0,262,20100,4330,1569,0.0667,0.0,0.4369,7.2
2021-05-19,2021,5,2021-W20,Haute Matsiatra,-21.4536,47.0854,1710391,51311,256558,822,116648,0.0682,9325,687,56,396,7,12.5,48.29,1641,7111,2189,0,714,10941,0,495,35789,9502,2832,0.0682,0.0,0.5555,7.37
2021-05-19,2021,5,2021-W20,Vatovavy,-21.3167,47.9333,576905,17307,86535,277,45113,0.0782,3518,262,21,129,3,14.29,46.84,631,2738,844,0,179,4213,0,198,13339,2512,952,0.0782,0.0,0.4354,7.45
2021-05-19,2021,5,2021-W20,Fitovinany,-21.45,47.6167,1011279,30338,151691,486,76048,0.0752,4959,367,36,229,5,13.89,47.21,1034,4483,1381,0,431,6898,0,347,22931,6038,1809,0.0752,0.0,0.5971,7.4
2021-05-19,2021,5,2021-W20,Ihorombe,-22.55,46.95,494097,14822,74114,237,33746,0.0683,2973,188,16,113,1,6.25,47.71,555,2408,743,0,149,3706,0,216,10281,2595,973,0.0683,0.0,0.5252,6.32
2021-05-19,2021,5,2021-W20,Atsimo-Atsinanana,-22.9,47.65,1220000,36600,183000,586,91866,0.0753,6337,477,44,269,5,11.36,45.98,1331,5770,1776,0,464,8877,0,432,27425,6669,2247,0.0753,0.0,0.5466,7.53
2021-05-19,2021,5,2021-W20,Atsinanana,-18.1492,49.4023,1750511,52515,262576,841,128837,0.0736,10610,724,61,402,8,13.11,47.91,1982,8590,2644,0,546,13216,1,790,39303,9394,3630,0.0736,0.01,0.5366,6.82
2021-05-19,2021,5,2021-W20,Analanjirofo,-17.3333,49.4,864183,25925,129627,415,61702,0.0714,6125,447,29,196,3,10.34,47.38,898,3895,1200,0,276,5993,0,268,18666,4009,1605,0.0714,0.0,0.4639,7.3
2021-05-19,2021,5,2021-W20,Ambatosoa,-21.0333,47.6333,652462,19573,97869,313,48934,0.075,3327,244,23,151,2,8.7,48.29,665,2882,888,0,239,4435,0,228,15257,2799,1164,0.075,0.0,0.429,7.33
2021-05-19,2021,5,2021-W20,Alaotra-Mangoro,-17.8333,48.4167,1479918,44397,221987,711,104778,0.0708,8859,688,50,312,6,12.0,43.9,1590,6891,2122,0,482,10603,0,442,32713,7093,2409,0.0708,0.0,0.4793,7.77
2021-05-19,2021,5,2021-W20,Boeny,-15.7167,46.3167,1100305,33009,165045,528,101998,0.0927,7831,740,48,246,6,12.5,46.62,1644,7125,2193,0,583,10962,0,467,31471,6095,2867,0.0927,0.0,0.5539,9.45
2021-05-19,2021,5,2021-W20,Sofia,-14.8833,48.0333,1784988,53549,267748,858,159756,0.0895,12005,1145,76,412,8,10.53,48.08,2559,11089,3412,0,807,17060,0,666,47786,8916,4488,0.0895,0.0,0.4995,9.54
2021-05-19,2021,5,2021-W20,Betsiboka,-16.95,46.8167,465641,13969,69846,223,40697,0.0874,2524,230,19,103,2,10.53,46.24,650,2817,867,0,199,4334,0,206,12331,2012,1093,0.0874,0.0,0.4321,9.11
2021-05-19,2021,5,2021-W20,Melaky,-16.1167,44.7667,365790,10973,54868,175,32591,0.0891,2090,203,15,76,2,13.33,43.73,534,2314,713,0,228,3561,0,181,9642,2180,871,0.0891,0.0,0.596,9.71
2021-05-19,2021,5,2021-W20,Atsimo-Andrefana,-23.35,43.6667,2128706,63861,319305,1023,174553,0.082,15047,1113,83,472,9,10.84,46.21,2665,11552,3556,0,653,17773,0,820,52974,9734,4800,0.082,0.0,0.4573,7.4
2021-05-19,2021,5,2021-W20,Menabe,-20.2833,44.7833,819876,24596,122981,394,69853,0.0852,4938,432,33,182,4,12.12,46.35,1107,4800,1478,0,412,7385,0,301,21235,4666,1732,0.0852,0.0,0.5691,8.75
2021-05-19,2021,5,2021-W20,Diana,-12.2787,49.2917,1053715,31611,158057,506,80503,0.0764,6532,516,38,244,4,10.53,48.29,1285,5569,1714,0,274,8568,0,413,25228,4407,2289,0.0764,0.0,0.4182,7.9
2021-05-19,2021,5,2021-W20,SAVA,-14.2833,50.1667,1330546,39916,199581,639,100190,0.0753,7417,512,48,280,7,14.58,43.97,1466,6355,1957,0,578,9778,0,470,31119,7265,2668,0.0753,0.0,0.546,6.9
2021-05-19,2021,5,2021-W20,Androy,-25.1667,46.0833,1065878,31976,159881,512,87295,0.0819,5908,439,41,241,4,9.76,47.12,1381,5988,1844,0,504,9213,0,398,26152,5802,2340,0.0819,0.0,0.5443,7.43
2021-05-19,2021,5,2021-W20,Anosy,-25.0333,46.9833,957916,28737,143687,460,76345,0.0797,5952,428,36,220,4,11.11,47.85,1146,4969,1531,0,494,7646,0,357,22868,5495,1879,0.0797,0.0,0.5736,7.19
2021-05-26,2021,5,2021-W21,Analamanga,-18.9137,47.5247,4290727,128721,643609,2062,269028,0.0627,28711,1665,129,958,19,14.73,46.51,3914,16963,5220,0,1525,26097,0,1650,82529,22273,6357,0.0627,0.0,0.5191,5.8
2021-05-26,2021,5,2021-W21,Bongolava,-18.9333,45.6667,794456,23833,119168,381,51957,0.0654,4901,334,24,180,2,8.33,47.28,754,3270,1007,0,200,5031,0,164,16026,3411,1274,0.0654,0.0,0.4294,6.81
2021-05-26,2021,5,2021-W21,Itasy,-19.0167,46.7667,1063882,31916,159582,511,64471,0.0606,6046,368,30,233,3,10.0,45.64,1049,4546,1399,0,320,6994,0,302,19514,6179,1762,0.0606,0.0,0.5808,6.09
2021-05-26,2021,5,2021-W21,Vakinankaratra,-19.8667,47.0333,2462316,73869,369347,1183,154140,0.0626,14737,914,74,517,10,13.51,43.74,2120,9189,2828,0,764,14137,0,671,47847,11666,3412,0.0626,0.0,0.4738,6.2
2021-05-26,2021,5,2021-W21,Amoron'i Mania,-20.0,47.1167,991145,29734,148671,476,65415,0.066,6600,430,31,208,4,12.9,43.82,915,3965,1220,0,371,6100,0,319,20419,5718,1439,0.066,0.0,0.5769,6.52
2021-05-26,2021,5,2021-W21,Haute Matsiatra,-21.4536,47.0854,1710391,51311,256558,822,115109,0.0673,12019,812,55,366,6,10.91,44.58,1689,7320,2254,0,564,11263,0,638,36427,8155,2852,0.0673,0.0,0.4768,6.76
2021-05-26,2021,5,2021-W21,Vatovavy,-21.3167,47.9333,576905,17307,86535,277,43960,0.0762,2802,202,21,122,2,9.52,44.12,705,3058,942,0,259,4705,0,183,13522,3199,1124,0.0762,0.0,0.5545,7.21
2021-05-26,2021,5,2021-W21,Fitovinany,-21.45,47.6167,1011279,30338,151691,486,74935,0.0741,5827,423,36,214,5,13.89,44.15,1028,4456,1372,0,294,6856,0,324,23255,4325,1594,0.0741,0.0,0.4277,7.26
2021-05-26,2021,5,2021-W21,Ihorombe,-22.55,46.95,494097,14822,74114,237,33796,0.0684,3399,225,16,104,2,12.5,44.27,554,2403,741,0,177,3698,0,157,10438,2961,865,0.0684,0.0,0.5993,6.62
2021-05-26,2021,5,2021-W21,Atsimo-Atsinanana,-22.9,47.65,1220000,36600,183000,586,91744,0.0752,8585,707,44,278,5,11.36,47.45,1490,6457,1988,0,387,9935,0,326,27751,5864,2443,0.0752,0.0,0.4807,8.24
2021-05-26,2021,5,2021-W21,Atsinanana,-18.1492,49.4023,1750511,52515,262576,841,127612,0.0729,10229,765,61,382,7,11.48,45.47,2093,9073,2793,0,561,13959,0,705,40008,7005,3642,0.0729,0.0,0.4002,7.48
2021-05-26,2021,5,2021-W21,Analanjirofo,-17.3333,49.4,864183,25925,129627,415,62048,0.0718,6220,454,29,194,3,10.34,46.83,961,4166,1283,0,278,6410,0,280,18946,4917,1729,0.0718,0.0,0.569,7.3
2021-05-26,2021,5,2021-W21,Ambatosoa,-21.0333,47.6333,652462,19573,97869,313,49326,0.0756,3697,292,23,147,3,13.04,47.11,782,3392,1045,0,259,5219,0,284,15541,2990,1230,0.0756,0.0,0.4583,7.9
2021-05-26,2021,5,2021-W21,Alaotra-Mangoro,-17.8333,48.4167,1479918,44397,221987,711,105074,0.071,7281,518,50,326,7,14.0,45.92,1598,6927,2133,0,417,10658,0,416,33129,6754,2453,0.071,0.0,0.4564,7.11
2021-05-26,2021,5,2021-W21,Boeny,-15.7167,46.3167,1100305,33009,165045,528,103868,0.0944,5797,559,49,240,7,14.29,45.63,1676,7263,2236,0,582,11175,1,503,31974,6063,2762,0.0944,0.01,0.551,9.64
2021-05-26,2021,5,2021-W21,Sofia,-14.8833,48.0333,1784988,53549,267748,858,158328,0.0887,8864,824,76,388,9,11.84,45.25,2293,9937,3058,0,564,15288,0,659,48445,7563,4121,0.0887,0.0,0.4237,9.3
2021-05-26,2021,5,2021-W21,Betsiboka,-16.95,46.8167,465641,13969,69846,223,40371,0.0867,2327,205,19,102,2,10.53,45.92,568,2462,759,0,221,3789,0,198,12529,2650,959,0.0867,0.0,0.5691,8.81
2021-05-26,2021,5,2021-W21,Melaky,-16.1167,44.7667,365790,10973,54868,175,32591,0.0891,1953,181,15,80,2,13.33,45.95,521,2259,696,0,134,3476,0,110,9752,1840,939,0.0891,0.0,0.503,9.27
2021-05-26,2021,5,2021-W21,Atsimo-Andrefana,-23.35,43.6667,2128706,63861,319305,1023,177321,0.0833,14059,1090,85,454,10,11.76,44.46,2623,11366,3498,0,797,17487,0,807,53781,9876,4569,0.0833,0.0,0.4639,7.75
2021-05-26,2021,5,2021-W21,Menabe,-20.2833,44.7833,819876,24596,122981,394,68295,0.0833,4050,340,32,184,4,12.5,46.92,1063,4607,1418,0,365,7088,0,416,21651,3867,1806,0.0833,0.0,0.4717,8.4
2021-05-26,2021,5,2021-W21,Diana,-12.2787,49.2917,1053715,31611,158057,506,80187,0.0761,5110,378,38,238,4,10.53,47.13,1274,5523,1700,0,374,8497,0,474,25702,5491,2241,0.0761,0.0,0.5211,7.4
2021-05-26,2021,5,2021-W21,SAVA,-14.2833,50.1667,1330546,39916,199581,639,98327,0.0739,8971,621,47,287,5,10.64,45.03,1449,6282,1935,0,553,9666,0,454,31573,7116,2223,0.0739,0.0,0.5348,6.92
2021-05-26,2021,5,2021-W21,Androy,-25.1667,46.0833,1065878,31976,159881,512,86655,0.0813,6157,509,41,228,4,9.76,44.59,1401,6074,1870,0,363,9345,0,475,26627,5127,2350,0.0813,0.0,0.481,8.27
2021-05-26,2021,5,2021-W21,Anosy,-25.0333,46.9833,957916,28737,143687,460,76250,0.0796,6785,498,36,218,4,11.11,47.53,1187,5145,1584,0,294,7916,0,386,23254,4111,1877,0.0796,0.0,0.4292,7.34
2021-06-02,2021,6,2021-W22,Analamanga,-18.9137,47.5247,4290727,128721,643609,2062,267312,0.0623,25216,1685,128,983,16,12.5,47.7,3913,16960,5220,0,1253,26093,0,1367,83896,25512,6655,0.0623,0.0,0.5946,6.68
2021-06-02,2021,6,2021-W22,Bongolava,-18.9333,45.6667,794456,23833,119168,381,51957,0.0654,4051,247,24,181,3,12.5,47.62,732,3175,979,0,281,4886,0,229,16255,4248,1203,0.0654,0.0,0.5347,6.1
2021-06-02,2021,6,2021-W22,Itasy,-19.0167,46.7667,1063882,31916,159582,511,64577,0.0607,5154,341,31,243,3,9.68,47.59,969,4199,1293,0,375,6461,0,353,19867,5567,1601,0.0607,0.0,0.5233,6.62
2021-06-02,2021,6,2021-W22,Vakinankaratra,-19.8667,47.0333,2462316,73869,369347,1183,157588,0.064,14068,821,75,520,8,10.67,44.0,2433,10543,3244,0,784,16220,0,611,48458,11864,4206,0.064,0.0,0.4818,5.84
2021-06-02,2021,6,2021-W22,Amoron'i Mania,-20.0,47.1167,991145,29734,148671,476,65712,0.0663,6386,420,31,215,4,12.9,45.25,978,4240,1306,0,360,6524,0,241,20660,5902,1492,0.0663,0.0,0.5955,6.58
2021-06-02,2021,6,2021-W22,Haute Matsiatra,-21.4536,47.0854,1710391,51311,256558,822,114767,0.0671,8708,580,55,359,7,12.73,43.72,1864,8080,2488,0,371,12432,0,515,36942,7203,2926,0.0671,0.0,0.4211,6.66
2021-06-02,2021,6,2021-W22,Vatovavy,-21.3167,47.9333,576905,17307,86535,277,44190,0.0766,3452,261,21,124,2,9.52,44.94,684,2967,914,0,146,4565,0,208,13730,2453,1140,0.0766,0.0,0.4252,7.56
2021-06-02,2021,6,2021-W22,Fitovinany,-21.45,47.6167,1011279,30338,151691,486,75239,0.0744,5914,430,36,223,4,11.11,46.0,1108,4805,1480,0,417,7393,0,347,23602,5444,1801,0.0744,0.0,0.5383,7.27
2021-06-02,2021,6,2021-W22,Ihorombe,-22.55,46.95,494097,14822,74114,237,33993,0.0688,3426,244,16,113,2,12.5,47.83,474,2057,635,0,202,3166,0,135,10573,2935,720,0.0688,0.0,0.594,7.12
2021-06-02,2021,6,2021-W22,Atsimo-Atsinanana,-22.9,47.65,1220000,36600,183000,586,93695,0.0768,7078,512,45,270,6,13.33,46.1,1516,6573,2024,0,447,10113,0,379,28130,5649,2422,0.0768,0.0,0.463,7.23
2021-06-02,2021,6,2021-W22,Atsinanana,-18.1492,49.4023,1750511,52515,262576,841,128487,0.0734,10059,679,61,396,7,11.48,47.21,2115,9167,2822,0,823,14104,0,567,40575,10082,3674,0.0734,0.0,0.5759,6.75
2021-06-02,2021,6,2021-W22,Analanjirofo,-17.3333,49.4,864183,25925,129627,415,62307,0.0721,5223,363,29,193,3,10.34,46.56,944,4092,1260,0,282,6296,0,307,19253,4530,1598,0.0721,0.0,0.5242,6.95
2021-06-02,2021,6,2021-W22,Ambatosoa,-21.0333,47.6333,652462,19573,97869,313,48804,0.0748,4530,346,23,138,3,13.04,44.23,777,3367,1037,0,190,5181,0,270,15811,3258,1359,0.0748,0.0,0.4993,7.64
2021-06-02,2021,6,2021-W22,Alaotra-Mangoro,-17.8333,48.4167,1479918,44397,221987,711,105074,0.071,8320,643,50,313,6,12.0,44.03,1616,7003,2155,0,466,10774,0,335,33464,7687,2433,0.071,0.0,0.5194,7.73
2021-06-02,2021,6,2021-W22,Boeny,-15.7167,46.3167,1100305,33009,165045,528,102218,0.0929,5799,592,49,252,5,10.2,47.83,1665,7215,2221,0,457,11101,0,585,32559,5591,2696,0.0929,0.0,0.5081,10.21
2021-06-02,2021,6,2021-W22,Sofia,-14.8833,48.0333,1784988,53549,267748,858,157257,0.0881,10266,983,75,395,9,12.0,46.05,2562,11104,3418,0,722,17084,0,557,49002,9540,4423,0.0881,0.0,0.5345,9.58
2021-06-02,2021,6,2021-W22,Betsiboka,-16.95,46.8167,465641,13969,69846,223,39812,0.0855,2842,265,19,100,2,10.53,45.17,643,2788,859,0,181,4290,0,174,12703,2338,1177,0.0855,0.0,0.5021,9.32
2021-06-02,2021,6,2021-W22,Melaky,-16.1167,44.7667,365790,10973,54868,175,33030,0.0903,2509,235,15,76,1,6.67,43.9,484,2100,647,0,104,3231,0,104,9856,1515,765,0.0903,0.0,0.4142,9.37
2021-06-02,2021,6,2021-W22,Atsimo-Andrefana,-23.35,43.6667,2128706,63861,319305,1023,176043,0.0827,11614,1017,84,447,12,14.29,43.74,2869,12434,3827,0,1073,19130,1,840,54621,12579,4504,0.0827,0.01,0.5909,8.76
2021-06-02,2021,6,2021-W22,Menabe,-20.2833,44.7833,819876,24596,122981,394,69361,0.0846,4645,396,33,184,4,12.12,46.71,1026,4448,1370,0,296,6844,0,238,21889,4435,1629,0.0846,0.0,0.5409,8.53
2021-06-02,2021,6,2021-W22,Diana,-12.2787,49.2917,1053715,31611,158057,506,80398,0.0763,5984,455,38,222,5,13.16,43.99,1230,5333,1643,0,461,8206,1,351,26053,5827,2063,0.0763,0.01,0.553,7.6
2021-06-02,2021,6,2021-W22,SAVA,-14.2833,50.1667,1330546,39916,199581,639,99125,0.0745,9103,631,47,279,6,12.77,43.77,1418,6147,1892,0,334,9457,0,520,32093,5583,2425,0.0745,0.0,0.4196,6.93
2021-06-02,2021,6,2021-W22,Androy,-25.1667,46.0833,1065878,31976,159881,512,86122,0.0808,5671,422,41,226,4,9.76,44.3,1345,5828,1794,0,332,8967,0,423,27050,4450,2407,0.0808,0.0,0.4175,7.44
2021-06-02,2021,6,2021-W22,Anosy,-25.0333,46.9833,957916,28737,143687,460,75962,0.0793,4833,399,36,208,4,11.11,45.37,1224,5304,1632,0,383,8160,0,402,23656,5445,2204,0.0793,0.0,0.5684,8.26
2021-06-09,2021,6,2021-W23,Analamanga,-18.9137,47.5247,4290727,128721,643609,2062,264737,0.0617,26564,1715,127,907,18,14.17,43.99,4328,18757,5772,0,1343,28857,0,1089,84985,25339,6881,0.0617,0.0,0.5906,6.46
2021-06-09,2021,6,2021-W23,Bongolava,-18.9333,45.6667,794456,23833,119168,381,51560,0.0649,5219,358,24,170,3,12.5,44.84,710,3077,948,0,259,4735,1,258,16513,4468,1201,0.0649,0.02,0.5624,6.86
2021-06-09,2021,6,2021-W23,Itasy,-19.0167,46.7667,1063882,31916,159582,511,64364,0.0605,6476,374,30,227,3,10.0,44.45,985,4270,1315,0,303,6570,0,249,20116,5241,1677,0.0605,0.0,0.4926,5.78
2021-06-09,2021,6,2021-W23,Vakinankaratra,-19.8667,47.0333,2462316,73869,369347,1183,158326,0.0643,16386,1133,76,539,10,13.16,45.61,2566,11120,3422,0,665,17108,0,705,49163,12420,3989,0.0643,0.0,0.5044,6.91
2021-06-09,2021,6,2021-W23,Amoron'i Mania,-20.0,47.1167,991145,29734,148671,476,66010,0.0666,5407,369,31,223,3,9.68,46.9,1042,4516,1390,0,360,6948,0,347,21007,5580,1865,0.0666,0.0,0.563,6.82
2021-06-09,2021,6,2021-W23,Haute Matsiatra,-21.4536,47.0854,1710391,51311,256558,822,114596,0.067,8579,568,55,392,6,10.91,47.79,1854,8037,2475,0,577,12366,0,463,37405,9748,3045,0.067,0.0,0.5699,6.62
2021-06-09,2021,6,2021-W23,Vatovavy,-21.3167,47.9333,576905,17307,86535,277,44133,0.0765,4082,316,21,130,2,9.52,47.19,601,2608,804,0,242,4013,0,180,13910,2876,963,0.0765,0.0,0.4985,7.74
2021-06-09,2021,6,2021-W23,Fitovinany,-21.45,47.6167,1011279,30338,151691,486,74430,0.0736,6625,456,35,220,4,11.43,45.29,1030,4466,1376,0,384,6872,0,348,23950,5020,1790,0.0736,0.0,0.4964,6.88
2021-06-09,2021,6,2021-W23,Ihorombe,-22.55,46.95,494097,14822,74114,237,33944,0.0687,2410,153,16,107,1,6.25,45.17,519,2249,693,0,205,3461,0,132,10705,2865,820,0.0687,0.0,0.5798,6.35
2021-06-09,2021,6,2021-W23,Atsimo-Atsinanana,-22.9,47.65,1220000,36600,183000,586,91866,0.0753,6811,530,44,270,5,11.36,46.14,1269,5502,1694,0,303,8465,0,367,28497,5243,2237,0.0753,0.0,0.4298,7.78
2021-06-09,2021,6,2021-W23,Atsinanana,-18.1492,49.4023,1750511,52515,262576,841,129887,0.0742,10022,680,62,398,8,12.9,47.44,1832,7939,2443,0,638,12214,0,621,41196,7827,3207,0.0742,0.0,0.4471,6.79
2021-06-09,2021,6,2021-W23,Analanjirofo,-17.3333,49.4,864183,25925,129627,415,62048,0.0718,4276,329,29,187,3,10.34,45.14,980,4247,1307,0,345,6534,0,263,19516,4348,1657,0.0718,0.0,0.5031,7.69
2021-06-09,2021,6,2021-W23,Ambatosoa,-21.0333,47.6333,652462,19573,97869,313,49782,0.0763,4644,335,23,138,3,13.04,44.36,783,3394,1045,0,246,5222,0,236,16047,3482,1376,0.0763,0.0,0.5337,7.21
2021-06-09,2021,6,2021-W23,Alaotra-Mangoro,-17.8333,48.4167,1479918,44397,221987,711,103742,0.0701,8145,586,49,324,6,12.24,45.61,1615,7000,2155,0,410,10770,0,495,33959,7162,2853,0.0701,0.0,0.4839,7.19
2021-06-09,2021,6,2021-W23,Boeny,-15.7167,46.3167,1100305,33009,165045,528,101228,0.092,6376,620,48,240,6,12.5,45.6,1392,6032,1857,0,432,9281,0,376,32935,5517,2331,0.092,0.0,0.5014,9.72
2021-06-09,2021,6,2021-W23,Sofia,-14.8833,48.0333,1784988,53549,267748,858,155293,0.087,10722,932,74,402,10,13.51,46.95,2365,10249,3154,0,775,15768,0,510,49512,9738,3880,0.087,0.0,0.5455,8.69
2021-06-09,2021,6,2021-W23,Betsiboka,-16.95,46.8167,465641,13969,69846,223,40603,0.0872,2450,230,19,97,2,10.53,43.95,655,2840,875,0,185,4370,0,144,12847,2130,1164,0.0872,0.0,0.4574,9.39
2021-06-09,2021,6,2021-W23,Melaky,-16.1167,44.7667,365790,10973,54868,175,32701,0.0894,2574,245,15,80,2,13.33,46.0,486,2109,650,0,165,3245,0,115,9971,1877,742,0.0894,0.0,0.5131,9.52
2021-06-09,2021,6,2021-W23,Atsimo-Andrefana,-23.35,43.6667,2128706,63861,319305,1023,176895,0.0831,15087,1369,85,473,11,12.94,46.26,2539,11002,3386,0,791,16927,0,581,55202,9305,4374,0.0831,0.0,0.4371,9.07
2021-06-09,2021,6,2021-W23,Menabe,-20.2833,44.7833,819876,24596,122981,394,67967,0.0829,5572,444,32,173,3,9.38,43.99,983,4260,1311,0,253,6554,0,362,22251,3692,1738,0.0829,0.0,0.4503,7.97
2021-06-09,2021,6,2021-W23,Diana,-12.2787,49.2917,1053715,31611,158057,506,81241,0.0771,6797,539,39,235,5,12.82,46.47,1115,4834,1489,0,343,7438,0,364,26417,4696,1694,0.0771,0.0,0.4457,7.93
2021-06-09,2021,6,2021-W23,SAVA,-14.2833,50.1667,1330546,39916,199581,639,99391,0.0747,7216,505,47,292,6,12.77,45.81,1623,7036,2166,0,390,10825,0,363,32456,5983,2800,0.0747,0.0,0.4497,7.0
2021-06-09,2021,6,2021-W23,Androy,-25.1667,46.0833,1065878,31976,159881,512,86229,0.0809,5812,465,41,242,5,12.2,47.41,1175,5094,1569,0,557,7838,0,363,27413,6068,1822,0.0809,0.0,0.5693,8.0
2021-06-09,2021,6,2021-W23,Anosy,-25.0333,46.9833,957916,28737,143687,460,75004,0.0783,6599,467,36,207,4,11.11,45.15,1231,5335,1642,0,446,8208,0,322,23978,5616,2050,0.0783,0.0,0.5863,7.08
2021-06-16,2021,6,2021-W24,Analamanga,-18.9137,47.5247,4290727,128721,643609,2062,263450,0.0614,22890,1464,126,904,15,11.9,43.89,3850,16684,5135,0,1379,25669,0,770,85755,22381,6809,0.0614,0.0,0.5216,6.4
2021-06-16,2021,6,2021-W24,Bongolava,-18.9333,45.6667,794456,23833,119168,381,51321,0.0646,5333,375,24,167,3,12.5,43.98,736,3191,983,0,208,4910,0,229,16742,3952,1296,0.0646,0.0,0.4974,7.03
2021-06-16,2021,6,2021-W24,Itasy,-19.0167,46.7667,1063882,31916,159582,511,64684,0.0608,5597,321,31,224,3,9.68,43.92,1019,4418,1360,0,326,6797,0,238,20354,4990,1678,0.0608,0.0,0.469,5.74
2021-06-16,2021,6,2021-W24,Vakinankaratra,-19.8667,47.0333,2462316,73869,369347,1183,158326,0.0643,13236,912,76,550,10,13.16,46.56,2170,9406,2895,0,773,14471,1,885,50048,13058,3643,0.0643,0.01,0.5303,6.89
2021-06-16,2021,6,2021-W24,Amoron'i Mania,-20.0,47.1167,991145,29734,148671,476,65217,0.0658,6725,466,31,214,3,9.68,45.0,938,4065,1251,0,302,6254,0,369,21376,4198,1496,0.0658,0.0,0.4236,6.93
2021-06-16,2021,6,2021-W24,Haute Matsiatra,-21.4536,47.0854,1710391,51311,256558,822,116990,0.0684,11408,796,56,368,7,12.5,44.82,1871,8111,2497,0,557,12479,0,540,37945,7640,3045,0.0684,0.0,0.4467,6.98
2021-06-16,2021,6,2021-W24,Vatovavy,-21.3167,47.9333,576905,17307,86535,277,44248,0.0767,3378,265,21,121,3,14.29,44.02,712,3086,950,0,217,4748,0,189,14099,2969,1192,0.0767,0.0,0.5146,7.84
2021-06-16,2021,6,2021-W24,Fitovinany,-21.45,47.6167,1011279,30338,151691,486,74227,0.0734,5128,383,35,220,4,11.43,45.33,1134,4914,1513,0,315,7561,0,392,24342,4708,2078,0.0734,0.0,0.4655,7.47
2021-06-16,2021,6,2021-W24,Ihorombe,-22.55,46.95,494097,14822,74114,237,33796,0.0684,2684,177,16,112,1,6.25,47.58,479,2076,639,0,166,3194,0,140,10845,2203,753,0.0684,0.0,0.4459,6.59
2021-06-16,2021,6,2021-W24,Atsimo-Atsinanana,-22.9,47.65,1220000,36600,183000,586,93452,0.0766,6605,497,44,278,6,13.64,47.54,1352,5862,1805,0,503,9019,0,344,28841,6865,2099,0.0766,0.0,0.5627,7.52
2021-06-16,2021,6,2021-W24,Atsinanana,-18.1492,49.4023,1750511,52515,262576,841,129187,0.0738,11992,810,62,400,7,11.29,47.58,2022,8762,2696,0,531,13480,0,667,41863,9294,3281,0.0738,0.0,0.5309,6.75
2021-06-16,2021,6,2021-W24,Analanjirofo,-17.3333,49.4,864183,25925,129627,415,62566,0.0724,5876,410,30,186,3,10.0,44.86,991,4295,1323,0,330,6609,0,371,19887,5097,1718,0.0724,0.0,0.5898,6.98
2021-06-16,2021,6,2021-W24,Ambatosoa,-21.0333,47.6333,652462,19573,97869,313,50174,0.0769,4083,314,24,142,3,12.5,45.46,791,3430,1056,0,195,5277,0,281,16328,2928,1344,0.0769,0.0,0.4488,7.69
2021-06-16,2021,6,2021-W24,Alaotra-Mangoro,-17.8333,48.4167,1479918,44397,221987,711,103002,0.0696,9416,690,49,322,7,14.29,45.35,1560,6763,2082,0,507,10405,1,453,34412,6952,2845,0.0696,0.01,0.4698,7.33
2021-06-16,2021,6,2021-W24,Boeny,-15.7167,46.3167,1100305,33009,165045,528,102108,0.0928,5447,543,48,244,6,12.5,46.32,1465,6348,1954,0,483,9767,0,351,33286,4649,2368,0.0928,0.0,0.4225,9.97
2021-06-16,2021,6,2021-W24,Sofia,-14.8833,48.0333,1784988,53549,267748,858,157792,0.0884,12551,1188,75,393,10,13.33,45.82,2274,9854,3032,0,654,15160,1,748,50260,8650,3656,0.0884,0.01,0.4846,9.47
