date,annee,mois,semaine_epidemio,region,latitude_region,longitude_region,population_region,incidence_regionale_annuelle,cas_pulmonaire_bacillifere,cas_pulmonaire_non_bacillifere,cas_extra_pulmonaire,cas_tb_multiresistante,nouveaux_cas,cas_coinfection_vih,deces_coinfection_vih,cas_enfants_moins_15_ans,cas_adultes_15_54_ans,cas_seniors_55_plus,tests_geneXpert_realises,tests_microscopie_realises,tests_lam_realises,cas_non_diagnostiques,patients_sous_traitement,patients_gueris,patients_abandon,patients_echec,deces,cas_detectes_prison,taux_incidence,taux_incidence_annuel,taux_letalite,taux_depistage,taux_succes_therapeutique
2021-11-15,2021,11,2021-W46,Alaotra-Mangoro,-17.8333,48.4167,1479918,215,29,13,9,0,54,13,1,6,35,13,37,13,3,18,45,35,5,4,12,0,215,215,22.22,65.0,78.0
2021-11-15,2021,11,2021-W46,SAVA,-14.2833,50.1667,1330546,210,24,11,8,0,45,11,0,5,29,11,31,11,3,15,38,29,4,3,10,0,210,210,22.22,65.0,78.0
2021-11-15,2021,11,2021-W46,Atsimo-Andrefana,-23.35,43.6667,2128706,205,45,20,14,0,82,20,1,9,53,20,57,20,6,28,69,53,8,6,19,0,205,205,23.17,65.0,78.0
2021-11-15,2021,11,2021-W46,Itasy,-19.0167,46.7667,1063882,190,19,9,6,0,36,9,0,4,23,9,25,9,2,12,30,23,3,3,8,0,190,190,22.22,65.0,78.0
2021-11-15,2021,11,2021-W46,Bongolava,-18.9333,45.6667,794456,185,16,7,5,0,30,7,0,3,19,8,21,7,2,10,25,19,3,2,7,0,185,185,23.33,65.0,78.0
2021-11-15,2021,11,2021-W46,Diana,-12.2787,49.2917,1053715,180,19,8,6,0,35,8,0,4,22,9,24,8,2,12,29,22,3,2,8,0,180,180,22.86,65.0,78.0
2021-11-15,2021,11,2021-W46,Amoron'i Mania,-20.0,47.1167,991145,175,15,7,5,0,28,7,0,3,18,7,19,7,2,9,23,17,2,2,7,0,175,175,25.0,65.0,78.0
2021-11-15,2021,11,2021-W46,Atsimo-Atsinanana,-22.9,47.65,1220000,170,18,8,5,0,33,8,0,3,21,9,23,8,2,11,28,21,3,2,7,0,170,170,21.21,65.0,78.0
2021-11-15,2021,11,2021-W46,Fitovinany,-21.45,47.6167,1011279,165,15,7,5,0,29,7,0,3,18,8,20,7,2,10,24,18,2,2,6,0,165,165,20.69,65.0,78.0
2021-11-15,2021,11,2021-W46,Ihorombe,-22.55,46.95,494097,160,7,3,2,0,13,3,0,1,8,4,9,3,0,4,11,8,1,1,3,0,160,160,23.08,65.0,78.0
2021-11-15,2021,11,2021-W46,Betsiboka,-16.95,46.8167,465641,155,6,2,1,0,11,2,0,1,7,3,7,2,0,3,9,7,1,0,2,0,155,155,18.18,65.0,78.0
2021-11-15,2021,11,2021-W46,Melaky,-16.1167,44.7667,365790,150,4,2,1,0,9,2,0,1,5,3,6,2,0,3,7,5,0,0,2,0,150,150,22.22,65.0,78.0
2021-11-15,2021,11,2021-W46,Ambatosoa,-21.0333,47.6333,652462,150,11,5,3,0,20,5,0,2,13,5,14,5,1,7,17,13,2,1,4,0,150,150,20.0,65.0,78.0
2021-11-15,2021,11,2021-W46,Androy,-25.1667,46.0833,1065878,145,17,7,5,0,31,7,0,3,20,8,21,7,2,10,26,20,3,2,7,0,145,145,22.58,65.0,78.0
2021-11-15,2021,11,2021-W46,Anosy,-25.0333,46.9833,957916,140,11,5,3,0,21,5,0,2,13,6,14,5,1,7,17,13,2,1,5,0,140,140,23.81,65.0,78.0
2021-11-15,2021,11,2021-W46,Menabe,-20.2833,44.7833,819876,135,10,4,3,0,19,4,0,2,12,5,13,4,1,6,16,12,1,1,4,0,135,135,21.05,65.0,78.0
2021-11-15,2021,11,2021-W46,Vatovavy,-21.3167,47.9333,576905,130,6,3,2,0,12,3,0,1,7,4,8,3,0,4,10,7,1,1,3,0,130,130,25.0,65.0,78.0
2021-11-22,2021,11,2021-W47,Analanjirofo,-17.3333,49.4,864183,280,20,9,6,1,38,9,0,4,24,10,26,9,2,13,32,24,3,3,9,0,280,280,23.68,65.0,78.0
2021-11-22,2021,11,2021-W47,Analamanga,-18.9137,47.5247,4290727,260,129,58,42,3,235,58,4,28,152,55,164,58,17,82,199,155,23,19,62,0,260,260,26.38,65.0,78.0
2021-11-22,2021,11,2021-W47,Atsinanana,-18.1492,49.4023,1750511,255,50,22,16,1,91,22,1,10,59,22,63,22,6,31,77,60,9,7,23,0,255,255,25.27,65.0,78.0
2021-11-22,2021,11,2021-W47,Sofia,-14.8833,48.0333,1784988,250,41,18,13,0,75,18,1,9,48,18,52,18,5,26,63,49,7,6,17,0,250,250,22.67,65.0,78.0
2021-11-22,2021,11,2021-W47,Vakinankaratra,-19.8667,47.0333,2462316,230,53,24,17,0,98,24,1,11,63,24,68,24,7,34,83,64,9,8,23,0,230,230,23.47,65.0,78.0
2021-11-22,2021,11,2021-W47,Haute Matsiatra,-21.4536,47.0854,1710391,225,37,17,12,0,69,17,1,8,44,17,48,17,5,24,58,45,6,5,16,0,225,225,23.19,65.0,78.0
2021-11-22,2021,11,2021-W47,Boeny,-15.7167,46.3167,1100305,220,22,10,7,0,40,10,0,4,26,10,28,10,3,14,34,26,4,3,10,0,220,220,25.0,65.0,78.0
2021-11-22,2021,11,2021-W47,Alaotra-Mangoro,-17.8333,48.4167,1479918,215,29,13,9,0,53,13,1,6,34,13,37,13,3,18,45,35,5,4,12,0,215,215,22.64,65.0,78.0
2021-11-22,2021,11,2021-W47,SAVA,-14.2833,50.1667,1330546,210,28,13,9,0,52,13,1,6,33,13,36,13,3,18,44,34,5,4,13,0,210,210,25.0,65.0,78.0
2021-11-22,2021,11,2021-W47,Atsimo-Andrefana,-23.35,43.6667,2128706,205,47,21,15,0,87,21,1,10,56,21,60,21,6,30,73,56,8,7,21,0,205,205,24.14,65.0,78.0
2021-11-22,2021,11,2021-W47,Itasy,-19.0167,46.7667,1063882,190,18,8,5,0,33,8,0,3,21,9,23,8,2,11,28,21,3,2,8,0,190,190,24.24,65.0,78.0
2021-11-22,2021,11,2021-W47,Bongolava,-18.9333,45.6667,794456,185,12,5,4,0,23,5,0,2,14,7,16,5,1,8,19,14,2,1,5,0,185,185,21.74,65.0,78.0
2021-11-22,2021,11,2021-W47,Diana,-12.2787,49.2917,1053715,180,18,8,6,0,34,8,0,4,22,8,23,8,2,11,28,21,3,2,7,0,180,180,20.59,65.0,78.0
2021-11-22,2021,11,2021-W47,Amoron'i Mania,-20.0,47.1167,991145,175,16,7,5,0,30,7,0,3,19,8,21,7,2,10,25,19,3,2,7,0,175,175,23.33,65.0,78.0
2021-11-22,2021,11,2021-W47,Atsimo-Atsinanana,-22.9,47.65,1220000,170,23,10,7,0,43,10,0,5,27,11,30,10,3,15,36,28,4,3,10,0,170,170,23.26,65.0,78.0
2021-11-22,2021,11,2021-W47,Fitovinany,-21.45,47.6167,1011279,165,14,6,4,0,26,6,0,3,16,7,18,6,1,9,22,17,2,2,5,0,165,165,19.23,65.0,78.0
2021-11-22,2021,11,2021-W47,Ihorombe,-22.55,46.95,494097,160,7,3,2,0,14,3,0,1,9,4,9,3,0,4,11,8,1,1,3,0,160,160,21.43,65.0,78.0
2021-11-22,2021,11,2021-W47,Betsiboka,-16.95,46.8167,465641,155,6,3,2,0,12,3,0,1,7,4,8,3,0,4,10,7,1,1,3,0,155,155,25.0,65.0,78.0
2021-11-22,2021,11,2021-W47,Melaky,-16.1167,44.7667,365790,150,4,2,1,0,9,2,0,1,5,3,6,2,0,3,7,5,0,0,2,0,150,150,22.22,65.0,78.0
2021-11-22,2021,11,2021-W47,Ambatosoa,-21.0333,47.6333,652462,150,9,4,3,0,17,4,0,2,11,4,11,4,1,5,14,10,1,1,4,0,150,150,23.53,65.0,78.0
2021-11-22,2021,11,2021-W47,Androy,-25.1667,46.0833,1065878,145,14,6,4,0,27,6,0,3,17,7,18,6,1,9,22,17,2,2,6,0,145,145,22.22,65.0,78.0
2021-11-22,2021,11,2021-W47,Anosy,-25.0333,46.9833,957916,140,12,5,3,0,22,5,0,2,14,6,15,5,1,7,18,14,2,1,4,0,140,140,18.18,65.0,78.0
2021-11-22,2021,11,2021-W47,Menabe,-20.2833,44.7833,819876,135,12,5,4,0,23,5,0,2,14,7,16,5,1,8,19,14,2,1,6,0,135,135,26.09,65.0,78.0
2021-11-22,2021,11,2021-W47,Vatovavy,-21.3167,47.9333,576905,130,8,3,2,0,15,3,0,1,9,5,10,3,0,5,12,9,1,1,3,0,130,130,20.0,65.0,78.0
2021-11-29,2021,11,2021-W48,Analanjirofo,-17.3333,49.4,864183,280,26,12,8,1,49,12,0,5,31,13,34,12,3,17,41,31,4,4,10,0,280,280,20.41,65.0,78.0
2021-11-29,2021,11,2021-W48,Analamanga,-18.9137,47.5247,4290727,260,107,49,35,2,196,49,3,23,127,46,137,49,14,68,166,129,19,16,49,0,260,260,25.0,65.0,78.0
2021-11-29,2021,11,2021-W48,Atsinanana,-18.1492,49.4023,1750511,255,43,19,14,1,79,19,1,9,51,19,55,19,5,27,67,52,8,6,17,0,255,255,21.52,65.0,78.0
2021-11-29,2021,11,2021-W48,Sofia,-14.8833,48.0333,1784988,250,46,21,15,0,85,21,1,10,55,20,59,21,6,29,72,56,8,7,22,0,250,250,25.88,65.0,78.0
2021-11-29,2021,11,2021-W48,Vakinankaratra,-19.8667,47.0333,2462316,230,55,25,18,0,101,25,2,12,65,24,70,25,7,35,85,66,10,8,22,0,230,230,21.78,65.0,78.0
2021-11-29,2021,11,2021-W48,Haute Matsiatra,-21.4536,47.0854,1710391,225,35,16,11,0,65,16,1,7,42,16,45,16,4,22,55,42,6,5,15,0,225,225,23.08,65.0,78.0
2021-11-29,2021,11,2021-W48,Boeny,-15.7167,46.3167,1100305,220,23,10,7,0,42,10,0,5,27,10,29,10,3,14,35,27,4,3,10,0,220,220,23.81,65.0,78.0
2021-11-29,2021,11,2021-W48,Alaotra-Mangoro,-17.8333,48.4167,1479918,215,33,15,10,0,61,15,1,7,39,15,42,15,4,21,51,39,6,5,15,0,215,215,24.59,65.0,78.0
2021-11-29,2021,11,2021-W48,SAVA,-14.2833,50.1667,1330546,210,26,12,8,0,49,12,0,5,31,13,34,12,3,17,41,31,4,4,12,0,210,210,24.49,65.0,78.0
2021-11-29,2021,11,2021-W48,Atsimo-Andrefana,-23.35,43.6667,2128706,205,40,18,13,0,74,18,1,8,48,18,51,18,5,25,62,48,7,6,17,0,205,205,22.97,65.0,78.0
2021-11-29,2021,11,2021-W48,Itasy,-19.0167,46.7667,1063882,190,22,10,7,0,41,10,0,4,26,11,28,10,3,14,34,26,4,3,9,0,190,190,21.95,65.0,78.0
2021-11-29,2021,11,2021-W48,Bongolava,-18.9333,45.6667,794456,185,13,6,4,0,24,6,0,2,15,7,16,6,1,8,20,15,2,2,6,0,185,185,25.0,65.0,78.0
2021-11-29,2021,11,2021-W48,Diana,-12.2787,49.2917,1053715,180,18,8,5,0,33,8,0,3,21,9,23,8,2,11,28,21,3,2,8,0,180,180,24.24,65.0,78.0
2021-11-29,2021,11,2021-W48,Amoron'i Mania,-20.0,47.1167,991145,175,14,6,4,0,27,6,0,3,17,7,18,6,1,9,22,17,2,2,6,0,175,175,22.22,65.0,78.0
2021-11-29,2021,11,2021-W48,Atsimo-Atsinanana,-22.9,47.65,1220000,170,19,9,6,0,36,9,0,4,23,9,25,9,2,12,30,23,3,3,8,0,170,170,22.22,65.0,78.0
2021-11-29,2021,11,2021-W48,Fitovinany,-21.45,47.6167,1011279,165,17,8,5,0,32,8,0,3,20,9,22,8,2,11,27,21,3,2,7,0,165,165,21.88,65.0,78.0
2021-11-29,2021,11,2021-W48,Ihorombe,-22.55,46.95,494097,160,7,3,2,0,14,3,0,1,9,4,9,3,0,4,11,8,1,1,3,0,160,160,21.43,65.0,78.0
2021-11-29,2021,11,2021-W48,Betsiboka,-16.95,46.8167,465641,155,6,3,2,0,12,3,0,1,7,4,8,3,0,4,10,7,1,1,2,0,155,155,16.67,65.0,78.0
2021-11-29,2021,11,2021-W48,Melaky,-16.1167,44.7667,365790,150,4,2,1,0,8,2,0,0,5,3,5,2,0,2,6,4,0,0,2,0,150,150,25.0,65.0,78.0
2021-11-29,2021,11,2021-W48,Ambatosoa,-21.0333,47.6333,652462,150,8,3,2,0,15,3,0,1,9,5,10,3,0,5,12,9,1,1,3,0,150,150,20.0,65.0,78.0
2021-11-29,2021,11,2021-W48,Androy,-25.1667,46.0833,1065878,145,13,6,4,0,25,6,0,3,16,6,17,6,1,8,21,16,2,2,5,0,145,145,20.0,65.0,78.0
2021-11-29,2021,11,2021-W48,Anosy,-25.0333,46.9833,957916,140,15,7,5,0,28,7,0,3,18,7,19,7,2,9,23,17,2,2,6,0,140,140,21.43,65.0,78.0
2021-11-29,2021,11,2021-W48,Menabe,-20.2833,44.7833,819876,135,12,5,4,0,23,5,0,2,14,7,16,5,1,8,19,14,2,1,5,0,135,135,21.74,65.0,78.0
2021-11-29,2021,11,2021-W48,Vatovavy,-21.3167,47.9333,576905,130,7,3,2,0,14,3,0,1,9,4,9,3,0,4,11,8,1,1,3,0,130,130,21.43,65.0,78.0
2021-12-06,2021,12,2021-W49,Analanjirofo,-17.3333,49.4,864183,280,25,11,8,1,47,11,0,5,30,12,32,11,3,16,39,30,4,3,11,0,280,280,23.4,65.0,78.0
2021-12-06,2021,12,2021-W49,Analamanga,-18.9137,47.5247,4290727,260,97,44,32,2,178,44,3,21,115,42,124,44,13,62,151,117,18,15,40,0,260,260,22.47,65.0,78.0
2021-12-06,2021,12,2021-W49,Atsinanana,-18.1492,49.4023,1750511,255,48,22,15,1,88,22,1,10,57,21,61,22,6,30,74,57,8,7,20,0,255,255,22.73,65.0,78.0
2021-12-06,2021,12,2021-W49,Sofia,-14.8833,48.0333,1784988,250,41,18,13,0,75,18,1,9,48,18,52,18,5,26,63,49,7,6,19,0,250,250,25.33,65.0,78.0
2021-12-06,2021,12,2021-W49,Vakinankaratra,-19.8667,47.0333,2462316,230,52,23,17,0,95,23,1,11,61,23,66,23,6,33,80,62,9,8,25,0,230,230,26.32,65.0,78.0
2021-12-06,2021,12,2021-W49,Haute Matsiatra,-21.4536,47.0854,1710391,225,39,18,12,0,72,18,1,8,46,18,50,18,5,25,61,47,7,6,17,0,225,225,23.61,65.0,78.0
2021-12-06,2021,12,2021-W49,Boeny,-15.7167,46.3167,1100305,220,25,11,8,0,47,11,0,5,30,12,32,11,3,16,39,30,4,3,10,0,220,220,21.28,65.0,78.0
2021-12-06,2021,12,2021-W49,Alaotra-Mangoro,-17.8333,48.4167,1479918,215,28,13,9,0,52,13,1,6,33,13,36,13,3,18,44,34,5,4,12,0,215,215,23.08,65.0,78.0
2021-12-06,2021,12,2021-W49,SAVA,-14.2833,50.1667,1330546,210,24,11,8,0,45,11,0,5,29,11,31,11,3,15,38,29,4,3,11,0,210,210,24.44,65.0,78.0
2021-12-06,2021,12,2021-W49,Atsimo-Andrefana,-23.35,43.6667,2128706,205,47,21,15,0,86,21,1,10,55,21,60,21,6,30,73,56,8,7,20,0,205,205,23.26,65.0,78.0
2021-12-06,2021,12,2021-W49,Itasy,-19.0167,46.7667,1063882,190,18,8,5,0,33,8,0,3,21,9,23,8,2,11,28,21,3,2,8,0,190,190,24.24,65.0,78.0
2021-12-06,2021,12,2021-W49,Bongolava,-18.9333,45.6667,794456,185,13,6,4,0,25,6,0,3,16,6,17,6,1,8,21,16,2,2,6,0,185,185,24.0,65.0,78.0
2021-12-06,2021,12,2021-W49,Diana,-12.2787,49.2917,1053715,180,17,7,5,0,31,7,0,3,20,8,21,7,2,10,26,20,3,2,8,0,180,180,25.81,65.0,78.0
2021-12-06,2021,12,2021-W49,Amoron'i Mania,-20.0,47.1167,991145,175,17,7,5,0,31,7,0,3,20,8,21,7,2,10,26,20,3,2,7,0,175,175,22.58,65.0,78.0
2021-12-06,2021,12,2021-W49,Atsimo-Atsinanana,-22.9,47.65,1220000,170,22,10,7,0,40,10,0,4,26,10,28,10,3,14,34,26,4,3,9,0,170,170,22.5,65.0,78.0
2021-12-06,2021,12,2021-W49,Fitovinany,-21.45,47.6167,1011279,165,15,7,5,0,28,7,0,3,18,7,19,7,2,9,23,17,2,2,7,0,165,165,25.0,65.0,78.0
2021-12-06,2021,12,2021-W49,Ihorombe,-22.55,46.95,494097,160,7,3,2,0,13,3,0,1,8,4,9,3,0,4,11,8,1,1,3,0,160,160,23.08,65.0,78.0
2021-12-06,2021,12,2021-W49,Betsiboka,-16.95,46.8167,465641,155,7,3,2,0,14,3,0,1,9,4,9,3,0,4,11,8,1,1,3,0,155,155,21.43,65.0,78.0
2021-12-06,2021,12,2021-W49,Melaky,-16.1167,44.7667,365790,150,5,2,1,0,10,2,0,1,6,3,7,2,0,3,8,6,0,0,2,0,150,150,20.0,65.0,78.0
2021-12-06,2021,12,2021-W49,Ambatosoa,-21.0333,47.6333,652462,150,10,4,3,0,19,4,0,2,12,5,13,4,1,6,16,12,1,1,4,0,150,150,21.05,65.0,78.0
2021-12-06,2021,12,2021-W49,Androy,-25.1667,46.0833,1065878,145,12,5,4,0,23,5,0,2,14,7,16,5,1,8,19,14,2,1,5,0,145,145,21.74,65.0,78.0
2021-12-06,2021,12,2021-W49,Anosy,-25.0333,46.9833,957916,140,13,6,4,0,24,6,0,2,15,7,16,6,1,8,20,15,2,2,5,0,140,140,20.83,65.0,78.0
2021-12-06,2021,12,2021-W49,Menabe,-20.2833,44.7833,819876,135,11,5,3,0,20,5,0,2,13,5,14,5,1,7,17,13,2,1,4,0,135,135,20.0,65.0,78.0
2021-12-06,2021,12,2021-W49,Vatovavy,-21.3167,47.9333,576905,130,7,3,2,0,13,3,0,1,8,4,9,3,0,4,11,8,1,1,2,0,130,130,15.38,65.0,78.0
2021-12-13,2021,12,2021-W50,Analanjirofo,-17.3333,49.4,864183,280,24,11,8,1,45,11,0,5,29,11,31,11,3,15,38,29,4,3,11,0,280,280,24.44,65.0,78.0
2021-12-13,2021,12,2021-W50,Analamanga,-18.9137,47.5247,4290727,260,101,46,33,2,184,46,3,22,119,43,128,46,13,64,156,121,18,15,47,0,260,260,25.54,65.0,78.0
2021-12-13,2021,12,2021-W50,Atsinanana,-18.1492,49.4023,1750511,255,42,19,14,1,78,19,1,9,50,19,54,19,5,27,66,51,7,6,17,0,255,255,21.79,65.0,78.0
2021-12-13,2021,12,2021-W50,Sofia,-14.8833,48.0333,1784988,250,48,22,16,0,89,22,1,10,57,22,62,22,6,31,75,58,9,7,22,0,250,250,24.72,65.0,78.0
2021-12-13,2021,12,2021-W50,Vakinankaratra,-19.8667,47.0333,2462316,230,62,28,20,0,113,28,2,13,73,27,79,28,8,39,96,74,11,9,27,0,230,230,23.89,65.0,78.0
2021-12-13,2021,12,2021-W50,Haute Matsiatra,-21.4536,47.0854,1710391,225,36,16,12,0,67,16,1,8,43,16,46,16,4,23,56,43,6,5,17,0,225,225,25.37,65.0,78.0
2021-12-13,2021,12,2021-W50,Boeny,-15.7167,46.3167,1100305,220,23,10,7,0,43,10,0,5,27,11,30,10,3,15,36,28,4,3,10,0,220,220,23.26,65.0,78.0
2021-12-13,2021,12,2021-W50,Alaotra-Mangoro,-17.8333,48.4167,1479918,215,28,12,9,0,51,12,0,6,33,12,35,12,3,17,43,33,5,4,12,0,215,215,23.53,65.0,78.0
2021-12-13,2021,12,2021-W50,SAVA,-14.2833,50.1667,1330546,210,23,10,7,0,43,10,0,5,27,11,30,10,3,15,36,28,4,3,9,0,210,210,20.93,65.0,78.0
2021-12-13,2021,12,2021-W50,Atsimo-Andrefana,-23.35,43.6667,2128706,205,35,16,11,0,65,16,1,7,42,16,45,16,4,22,55,42,6,5,14,0,205,205,21.54,65.0,78.0
2021-12-13,2021,12,2021-W50,Itasy,-19.0167,46.7667,1063882,190,22,10,7,0,40,10,0,4,26,10,28,10,3,14,34,26,4,3,9,0,190,190,22.5,65.0,78.0
2021-12-13,2021,12,2021-W50,Bongolava,-18.9333,45.6667,794456,185,14,6,4,0,27,6,0,3,17,7,18,6,1,9,22,17,2,2,7,0,185,185,25.93,65.0,78.0
2021-12-13,2021,12,2021-W50,Diana,-12.2787,49.2917,1053715,180,18,8,5,0,33,8,0,3,21,9,23,8,2,11,28,21,3,2,7,0,180,180,21.21,65.0,78.0
2021-12-13,2021,12,2021-W50,Amoron'i Mania,-20.0,47.1167,991145,175,17,8,5,0,32,8,0,3,20,9,22,8,2,11,27,21,3,2,7,0,175,175,21.88,65.0,78.0
2021-12-13,2021,12,2021-W50,Atsimo-Atsinanana,-22.9,47.65,1220000,170,21,9,7,0,39,9,0,4,25,10,27,9,2,13,33,25,3,3,10,0,170,170,25.64,65.0,78.0
2021-12-13,2021,12,2021-W50,Fitovinany,-21.45,47.6167,1011279,165,18,8,5,0,33,8,0,3,21,9,23,8,2,11,28,21,3,2,8,0,165,165,24.24,65.0,78.0
2021-12-13,2021,12,2021-W50,Ihorombe,-22.55,46.95,494097,160,7,3,2,0,13,3,0,1,8,4,9,3,0,4,11,8,1,1,3,0,160,160,23.08,65.0,78.0
2021-12-13,2021,12,2021-W50,Betsiboka,-16.95,46.8167,465641,155,6,2,1,0,11,2,0,1,7,3,7,2,0,3,9,7,1,0,2,0,155,155,18.18,65.0,78.0
2021-12-13,2021,12,2021-W50,Melaky,-16.1167,44.7667,365790,150,4,2,1,0,8,2,0,0,5,3,5,2,0,2,6,4,0,0,1,0,150,150,12.5,65.0,78.0
2021-12-13,2021,12,2021-W50,Ambatosoa,-21.0333,47.6333,652462,150,9,4,3,0,18,4,0,2,11,5,12,4,1,6,15,11,1,1,4,0,150,150,22.22,65.0,78.0
2021-12-13,2021,12,2021-W50,Androy,-25.1667,46.0833,1065878,145,14,6,4,0,26,6,0,3,16,7,18,6,1,9,22,17,2,2,6,0,145,145,23.08,65.0,78.0
2021-12-13,2021,12,2021-W50,Anosy,-25.0333,46.9833,957916,140,14,6,4,0,26,6,0,3,16,7,18,6,1,9,22,17,2,2,6,0,140,140,23.08,65.0,78.0
2021-12-13,2021,12,2021-W50,Menabe,-20.2833,44.7833,819876,135,11,5,3,0,21,5,0,2,13,6,14,5,1,7,17,13,2,1,4,0,135,135,19.05,65.0,78.0
2021-12-13,2021,12,2021-W50,Vatovavy,-21.3167,47.9333,576905,130,7,3,2,0,14,3,0,1,9,4,9,3,0,4,11,8,1,1,3,0,130,130,21.43,65.0,78.0
2021-12-20,2021,12,2021-W51,Analanjirofo,-17.3333,49.4,864183,280,20,9,6,1,38,9,0,4,24,10,26,9,2,13,32,24,3,3,9,0,280,280,23.68,65.0,78.0
2021-12-20,2021,12,2021-W51,Analamanga,-18.9137,47.5247,4290727,260,114,52,37,3,209,52,4,25,135,49,146,52,15,73,177,138,21,17,51,0,260,260,24.4,65.0,78.0
2021-12-20,2021,12,2021-W51,Atsinanana,-18.1492,49.4023,1750511,255,45,20,14,1,82,20,1,9,53,20,57,20,6,28,69,53,8,6,18,0,255,255,21.95,65.0,78.0
2021-12-20,2021,12,2021-W51,Sofia,-14.8833,48.0333,1784988,250,39,17,12,0,71,17,1,8,46,17,49,17,5,24,60,46,7,6,15,0,250,250,21.13,65.0,78.0
2021-12-20,2021,12,2021-W51,Vakinankaratra,-19.8667,47.0333,2462316,230,51,23,16,0,94,23,1,11,61,22,65,23,6,32,79,61,9,7,23,0,230,230,24.47,65.0,78.0
2021-12-20,2021,12,2021-W51,Haute Matsiatra,-21.4536,47.0854,1710391,225,41,18,13,0,75,18,1,9,48,18,52,18,5,26,63,49,7,6,18,0,225,225,24.0,65.0,78.0
2021-12-20,2021,12,2021-W51,Boeny,-15.7167,46.3167,1100305,220,22,10,7,0,41,10,0,4,26,11,28,10,3,14,34,26,4,3,10,0,220,220,24.39,65.0,78.0
2021-12-20,2021,12,2021-W51,Alaotra-Mangoro,-17.8333,48.4167,1479918,215,32,14,10,0,59,14,1,7,38,14,41,14,4,20,50,39,6,5,15,0,215,215,25.42,65.0,78.0
2021-12-20,2021,12,2021-W51,SAVA,-14.2833,50.1667,1330546,210,26,12,8,0,49,12,0,5,31,13,34,12,3,17,41,31,4,4,11,0,210,210,22.45,65.0,78.0
2021-12-20,2021,12,2021-W51,Atsimo-Andrefana,-23.35,43.6667,2128706,205,36,16,11,0,66,16,1,7,42,17,46,16,4,23,56,43,6,5,16,0,205,205,24.24,65.0,78.0
2021-12-20,2021,12,2021-W51,Itasy,-19.0167,46.7667,1063882,190,17,7,5,0,31,7,0,3,20,8,21,7,2,10,26,20,3,2,7,0,190,190,22.58,65.0,78.0
2021-12-20,2021,12,2021-W51,Bongolava,-18.9333,45.6667,794456,185,14,6,4,0,26,6,0,3,16,7,18,6,1,9,22,17,2,2,6,0,185,185,23.08,65.0,78.0
2021-12-20,2021,12,2021-W51,Diana,-12.2787,49.2917,1053715,180,18,8,6,0,34,8,0,4,22,8,23,8,2,11,28,21,3,2,7,0,180,180,20.59,65.0,78.0
2021-12-20,2021,12,2021-W51,Amoron'i Mania,-20.0,47.1167,991145,175,15,7,5,0,29,7,0,3,18,8,20,7,2,10,24,18,2,2,7,0,175,175,24.14,65.0,78.0
2021-12-20,2021,12,2021-W51,Atsimo-Atsinanana,-22.9,47.65,1220000,170,22,10,7,0,41,10,0,4,26,11,28,10,3,14,34,26,4,3,10,0,170,170,24.39,65.0,78.0
2021-12-20,2021,12,2021-W51,Fitovinany,-21.45,47.6167,1011279,165,18,8,5,0,33,8,0,3,21,9,23,8,2,11,28,21,3,2,8,0,165,165,24.24,65.0,78.0
2021-12-20,2021,12,2021-W51,Ihorombe,-22.55,46.95,494097,160,7,3,2,0,14,3,0,1,9,4,9,3,0,4,11,8,1,1,3,0,160,160,21.43,65.0,78.0
2021-12-20,2021,12,2021-W51,Betsiboka,-16.95,46.8167,465641,155,7,3,2,0,13,3,0,1,8,4,9,3,0,4,11,8,1,1,3,0,155,155,23.08,65.0,78.0
2021-12-20,2021,12,2021-W51,Melaky,-16.1167,44.7667,365790,150,4,2,1,0,9,2,0,1,5,3,6,2,0,3,7,5,0,0,2,0,150,150,22.22,65.0,78.0
2021-12-20,2021,12,2021-W51,Ambatosoa,-21.0333,47.6333,652462,150,9,4,3,0,17,4,0,2,11,4,11,4,1,5,14,10,1,1,4,0,150,150,23.53,65.0,78.0
2021-12-20,2021,12,2021-W51,Androy,-25.1667,46.0833,1065878,145,14,6,4,0,27,6,0,3,17,7,18,6,1,9,22,17,2,2,6,0,145,145,22.22,65.0,78.0
2021-12-20,2021,12,2021-W51,Anosy,-25.0333,46.9833,957916,140,13,6,4,0,25,6,0,3,16,6,17,6,1,8,21,16,2,2,5,0,140,140,20.0,65.0,78.0
2021-12-20,2021,12,2021-W51,Menabe,-20.2833,44.7833,819876,135,9,4,3,0,17,4,0,2,11,4,11,4,1,5,14,10,1,1,4,0,135,135,23.53,65.0,78.0
2021-12-20,2021,12,2021-W51,Vatovavy,-21.3167,47.9333,576905,130,7,3,2,0,13,3,0,1,8,4,9,3,0,4,11,8,1,1,3,0,130,130,23.08,65.0,78.0
2021-12-27,2021,12,2021-W52,Analanjirofo,-17.3333,49.4,864183,280,21,9,7,1,39,9,0,4,25,10,27,9,2,13,33,25,3,3,9,0,280,280,23.08,65.0,78.0
2021-12-27,2021,12,2021-W52,Analamanga,-18.9137,47.5247,4290727,260,122,55,39,3,222,55,4,26,144,52,155,55,16,77,188,146,22,18,58,0,260,260,26.13,65.0,78.0
2021-12-27,2021,12,2021-W52,Atsinanana,-18.1492,49.4023,1750511,255,42,19,14,1,78,19,1,9,50,19,54,19,5,27,66,51,7,6,18,0,255,255,23.08,65.0,78.0
