date,annee,mois,semaine_epidemio,region,latitude_region,longitude_region,population_region,population_cible_vaccination,cas_signalés,cas_suspects,cas_confirmes_lnr,deces,new_recoveries,total_recoveries,cas_0_4_ans,cas_5_9_ans,cas_10_14_ans,cas_15_19_ans,cas_20_plus_ans,cas_masculins,cas_feminins,cas_non_vaccines,cas_statut_inconnu,cas_1_dose,cas_2_doses,enfants_vaccines_1_dose,enfants_vaccines_2_doses,couverture_vaccinale_pct,taux_incidence,taux_letalite,periode_epidemique
2023-03-20,2023,3,2023-W12,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-03-27,2023,3,2023-W13,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-04-03,2023,4,2023-W14,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-04-10,2023,4,2023-W15,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-04-17,2023,4,2023-W16,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-04-24,2023,4,2023-W17,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-05-01,2023,5,2023-W18,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-05-08,2023,5,2023-W19,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-05-15,2023,5,2023-W20,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-05-22,2023,5,2023-W21,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-05-29,2023,5,2023-W22,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-06-05,2023,6,2023-W23,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-06-12,2023,6,2023-W24,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-06-19,2023,6,2023-W25,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-06-26,2023,6,2023-W26,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-07-03,2023,7,2023-W27,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-07-10,2023,7,2023-W28,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-07-17,2023,7,2023-W29,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-07-24,2023,7,2023-W30,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-07-31,2023,7,2023-W31,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-08-07,2023,8,2023-W32,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-08-14,2023,8,2023-W33,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-08-21,2023,8,2023-W34,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-08-28,2023,8,2023-W35,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-09-04,2023,9,2023-W36,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-09-11,2023,9,2023-W37,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-09-18,2023,9,2023-W38,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-09-25,2023,9,2023-W39,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-10-02,2023,10,2023-W40,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-10-09,2023,10,2023-W41,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-10-16,2023,10,2023-W42,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-10-23,2023,10,2023-W43,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-10-30,2023,10,2023-W44,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-11-06,2023,11,2023-W45,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-11-13,2023,11,2023-W46,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-11-20,2023,11,2023-W47,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-11-27,2023,11,2023-W48,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-12-04,2023,12,2023-W49,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-12-11,2023,12,2023-W50,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-12-18,2023,12,2023-W51,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2023-12-25,2023,12,2023-W52,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18534,9812,55.0,0.0,0.0,2020-2024
2024-01-01,2024,1,2024-W01,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-01-08,2024,1,2024-W02,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-01-15,2024,1,2024-W03,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-01-22,2024,1,2024-W04,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-01-29,2024,1,2024-W05,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-02-05,2024,2,2024-W06,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-02-12,2024,2,2024-W07,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-02-19,2024,2,2024-W08,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-02-26,2024,2,2024-W09,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-03-04,2024,3,2024-W10,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-03-11,2024,3,2024-W11,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-03-18,2024,3,2024-W12,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-03-25,2024,3,2024-W13,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-04-01,2024,4,2024-W14,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-04-08,2024,4,2024-W15,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-04-15,2024,4,2024-W16,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-04-22,2024,4,2024-W17,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-04-29,2024,4,2024-W18,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-05-06,2024,5,2024-W19,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-05-13,2024,5,2024-W20,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-05-20,2024,5,2024-W21,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-05-27,2024,5,2024-W22,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-06-03,2024,6,2024-W23,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-06-10,2024,6,2024-W24,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-06-17,2024,6,2024-W25,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-06-24,2024,6,2024-W26,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-07-01,2024,7,2024-W27,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-07-08,2024,7,2024-W28,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-07-15,2024,7,2024-W29,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-07-22,2024,7,2024-W30,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-07-29,2024,7,2024-W31,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-08-05,2024,8,2024-W32,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-08-12,2024,8,2024-W33,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-08-19,2024,8,2024-W34,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-08-26,2024,8,2024-W35,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-09-02,2024,9,2024-W36,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-09-09,2024,9,2024-W37,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-09-16,2024,9,2024-W38,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-09-23,2024,9,2024-W39,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-09-30,2024,9,2024-W40,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-10-07,2024,10,2024-W41,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-10-14,2024,10,2024-W42,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-10-21,2024,10,2024-W43,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-10-28,2024,10,2024-W44,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-11-04,2024,11,2024-W45,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-11-11,2024,11,2024-W46,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-11-18,2024,11,2024-W47,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-11-25,2024,11,2024-W48,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-12-02,2024,12,2024-W49,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-12-09,2024,12,2024-W50,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-12-16,2024,12,2024-W51,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-12-23,2024,12,2024-W52,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2024-12-30,2024,12,2025-W01,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20218,10704,60.0,0.0,0.0,2020-2024
2025-01-06,2025,1,2025-W02,Amoron'i Mania,-20.0,47.1167,991145,39645,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,21903,11596,65.0,0.1009,0.0,2025
2025-01-13,2025,1,2025-W03,Amoron'i Mania,-20.0,47.1167,991145,39645,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,21903,11596,65.0,0.1009,0.0,2025
2025-01-20,2025,1,2025-W04,Amoron'i Mania,-20.0,47.1167,991145,39645,1,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0,1,21903,11596,65.0,0.1009,0.0,2025
2025-01-27,2025,1,2025-W05,Amoron'i Mania,-20.0,47.1167,991145,39645,1,1,0,0,1,3,0,0,0,0,1,0,1,0,0,0,1,21903,11596,65.0,0.1009,0.0,2025
2025-02-03,2025,2,2025-W06,Amoron'i Mania,-20.0,47.1167,991145,39645,1,1,0,0,1,4,0,0,0,0,1,0,1,0,0,0,1,21903,11596,65.0,0.1009,0.0,2025
2025-02-10,2025,2,2025-W07,Amoron'i Mania,-20.0,47.1167,991145,39645,1,1,0,0,1,5,0,0,0,0,1,0,1,0,0,0,1,21903,11596,65.0,0.1009,0.0,2025
2025-02-17,2025,2,2025-W08,Amoron'i Mania,-20.0,47.1167,991145,39645,1,1,0,0,1,6,0,0,0,0,1,0,1,0,0,0,1,21903,11596,65.0,0.1009,0.0,2025
2025-02-24,2025,2,2025-W09,Amoron'i Mania,-20.0,47.1167,991145,39645,1,1,0,0,1,7,0,0,0,0,1,0,1,0,0,0,1,21903,11596,65.0,0.1009,0.0,2025
2025-03-03,2025,3,2025-W10,Amoron'i Mania,-20.0,47.1167,991145,39645,1,1,0,0,1,8,0,0,0,0,1,0,1,0,0,0,1,21903,11596,65.0,0.1009,0.0,2025
2025-03-10,2025,3,2025-W11,Amoron'i Mania,-20.0,47.1167,991145,39645,1,1,0,0,1,9,0,0,0,0,1,0,1,0,0,0,1,21903,11596,65.0,0.1009,0.0,2025
2025-03-17,2025,3,2025-W12,Amoron'i Mania,-20.0,47.1167,991145,39645,1,1,0,0,1,10,0,0,0,0,1,0,1,0,0,0,1,21903,11596,65.0,0.1009,0.0,2025
2025-03-24,2025,3,2025-W13,Amoron'i Mania,-20.0,47.1167,991145,39645,1,1,0,0,1,11,0,0,0,0,1,0,1,0,0,0,1,21903,11596,65.0,0.1009,0.0,2025
2025-03-31,2025,3,2025-W14,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,21903,11596,65.0,0.0,0.0,2025
2025-04-07,2025,4,2025-W15,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,21903,11596,65.0,0.0,0.0,2025
2025-04-14,2025,4,2025-W16,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,21903,11596,65.0,0.0,0.0,2025
2025-04-21,2025,4,2025-W17,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,21903,11596,65.0,0.0,0.0,2025
2025-04-28,2025,4,2025-W18,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,21903,11596,65.0,0.0,0.0,2025
2025-05-05,2025,5,2025-W19,Amoron'i Mania,-20.0,47.1167,991145,39645,1,1,0,0,0,13,0,0,0,0,1,0,1,0,0,0,1,21903,11596,65.0,0.1009,0.0,2025
2025-05-12,2025,5,2025-W20,Amoron'i Mania,-20.0,47.1167,991145,39645,1,1,0,0,0,13,0,0,0,0,1,0,1,0,0,0,1,21903,11596,65.0,0.1009,0.0,2025
2025-05-19,2025,5,2025-W21,Amoron'i Mania,-20.0,47.1167,991145,39645,1,1,0,0,1,14,0,0,0,0,1,0,1,0,0,0,1,21903,11596,65.0,0.1009,0.0,2025
2025-05-26,2025,5,2025-W22,Amoron'i Mania,-20.0,47.1167,991145,39645,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,21903,11596,65.0,0.0,0.0,2025
2025-06-02,2025,6,2025-W23,Amoron'i Mania,-20.0,47.1167,991145,39645,1,1,0,0,1,16,0,0,0,0,1,0,1,0,0,0,1,21903,11596,65.0,0.1009,0.0,2025
2025-06-09,2025,6,2025-W24,Amoron'i Mania,-20.0,47.1167,991145,39645,1,1,0,0,0,16,0,0,0,0,1,0,1,0,0,0,1,21903,11596,65.0,0.1009,0.0,2025
2025-06-16,2025,6,2025-W25,Amoron'i Mania,-20.0,47.1167,991145,39645,1,1,0,0,1,17,0,0,0,0,1,0,1,0,0,0,1,21903,11596,65.0,0.1009,0.0,2025
2025-06-23,2025,6,2025-W26,Amoron'i Mania,-20.0,47.1167,991145,39645,1,1,0,0,1,18,0,0,0,0,1,0,1,0,0,0,1,21903,11596,65.0,0.1009,0.0,2025
2025-06-30,2025,6,2025-W27,Amoron'i Mania,-20.0,47.1167,991145,39645,1,1,0,0,1,19,0,0,0,0,1,0,1,0,0,0,1,21903,11596,65.0,0.1009,0.0,2025
2025-07-07,2025,7,2025-W28,Amoron'i Mania,-20.0,47.1167,991145,39645,1,1,0,0,1,20,0,0,0,0,1,0,1,0,0,0,1,21903,11596,65.0,0.1009,0.0,2025
2025-07-14,2025,7,2025-W29,Amoron'i Mania,-20.0,47.1167,991145,39645,1,1,0,0,1,21,0,0,0,0,1,0,1,0,0,0,1,21903,11596,65.0,0.1009,0.0,2025
2025-07-21,2025,7,2025-W30,Amoron'i Mania,-20.0,47.1167,991145,39645,1,1,0,0,1,22,0,0,0,0,1,0,1,0,0,0,1,21903,11596,65.0,0.1009,0.0,2025
2025-07-28,2025,7,2025-W31,Amoron'i Mania,-20.0,47.1167,991145,39645,1,1,0,0,1,23,0,0,0,0,1,0,1,0,0,0,1,21903,11596,65.0,0.1009,0.0,2025
2025-08-04,2025,8,2025-W32,Amoron'i Mania,-20.0,47.1167,991145,39645,2,2,0,0,1,24,1,0,0,0,1,1,1,0,0,0,2,21903,11596,65.0,0.2018,0.0,2025
2025-08-11,2025,8,2025-W33,Amoron'i Mania,-20.0,47.1167,991145,39645,2,2,0,0,1,25,1,0,0,0,1,1,1,0,0,0,2,21903,11596,65.0,0.2018,0.0,2025
2025-08-18,2025,8,2025-W34,Amoron'i Mania,-20.0,47.1167,991145,39645,2,2,0,0,2,27,1,0,0,0,1,1,1,0,0,0,2,21903,11596,65.0,0.2018,0.0,2025
2025-08-25,2025,8,2025-W35,Amoron'i Mania,-20.0,47.1167,991145,39645,1,1,0,0,2,29,0,0,0,0,1,0,1,0,0,0,1,21903,11596,65.0,0.1009,0.0,2025
2025-09-01,2025,9,2025-W36,Amoron'i Mania,-20.0,47.1167,991145,39645,2,2,0,0,2,31,1,0,0,0,1,1,1,0,0,0,2,21903,11596,65.0,0.2018,0.0,2025
2025-09-08,2025,9,2025-W37,Amoron'i Mania,-20.0,47.1167,991145,39645,1,1,0,0,1,32,0,0,0,0,1,0,1,0,0,0,1,21903,11596,65.0,0.1009,0.0,2025
2025-09-15,2025,9,2025-W38,Amoron'i Mania,-20.0,47.1167,991145,39645,2,2,0,0,2,34,1,0,0,0,1,1,1,0,0,0,2,21903,11596,65.0,0.2018,0.0,2025
2025-09-22,2025,9,2025-W39,Amoron'i Mania,-20.0,47.1167,991145,39645,2,2,0,0,1,35,1,0,0,0,1,1,1,0,0,0,2,21903,11596,65.0,0.2018,0.0,2025
2025-09-29,2025,9,2025-W40,Amoron'i Mania,-20.0,47.1167,991145,39645,2,2,0,0,2,37,1,0,0,0,1,1,1,0,0,0,2,21903,11596,65.0,0.2018,0.0,2025
2025-10-06,2025,10,2025-W41,Amoron'i Mania,-20.0,47.1167,991145,39645,2,2,0,0,2,39,1,0,0,0,1,1,1,0,0,0,2,21903,11596,65.0,0.2018,0.0,2025
2025-10-13,2025,10,2025-W42,Amoron'i Mania,-20.0,47.1167,991145,39645,1,1,0,0,2,41,0,0,0,0,1,0,1,0,0,0,1,21903,11596,65.0,0.1009,0.0,2025
