country,date,region,new_cases,total_cases,new_deaths,total_deaths,new_recoveries,total_recoveries,active_cases,hosp_patients,taux_letalite,reproduction_rate,stringency_index,population,code,continent,new_cases_smoothed,taux_incidence
Madagascar,2023-09-27,Androy,0,442,0,10,0,432,0,0,2.26,0.87,58.5,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-09-28,Androy,0,442,0,10,0,432,0,0,2.26,0.5,36.9,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-09-29,Androy,0,442,0,10,0,432,0,0,2.26,0.79,53.9,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-09-30,Androy,0,442,0,10,0,432,0,0,2.26,0.71,39.9,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-10-01,Androy,0,442,0,10,0,432,0,0,2.26,0.64,46.1,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-10-02,Androy,0,442,0,10,0,432,0,0,2.26,0.5,50.7,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-10-03,Androy,0,442,0,10,0,432,0,0,2.26,0.73,45.3,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-10-04,Androy,0,442,0,10,0,432,0,0,2.26,0.58,35.3,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-10-05,Androy,0,442,0,10,0,432,0,0,2.26,0.54,57.4,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-10-06,Androy,0,442,0,10,0,432,0,0,2.26,0.85,47.4,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-10-07,Androy,0,442,0,10,0,432,0,0,2.26,0.61,52.7,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-10-08,Androy,0,442,0,10,0,432,0,0,2.26,0.56,54.3,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-10-09,Androy,0,442,0,10,0,432,0,0,2.26,0.83,38.6,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-10-10,Androy,0,442,0,10,0,432,0,0,2.26,0.7,48.4,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-10-11,Androy,0,442,0,10,0,432,0,0,2.26,0.58,40.1,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-10-12,Androy,0,442,0,10,0,432,0,0,2.26,0.74,46.5,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-10-13,Androy,0,442,0,10,0,432,0,0,2.26,0.68,36.9,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-10-14,Androy,0,442,0,10,0,432,0,0,2.26,0.71,41.1,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-10-15,Androy,0,442,0,10,0,432,0,0,2.26,0.58,39.0,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-10-16,Androy,0,442,0,10,0,432,0,0,2.26,0.59,41.4,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-10-17,Androy,0,442,0,10,0,432,0,0,2.26,0.89,58.1,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-10-18,Androy,0,442,0,10,0,432,0,0,2.26,0.76,52.4,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-10-19,Androy,0,442,0,10,0,432,0,0,2.26,0.66,53.2,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-10-20,Androy,0,442,0,10,0,432,0,0,2.26,0.84,54.0,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-10-21,Androy,0,442,0,10,0,432,0,0,2.26,0.58,54.6,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-10-22,Androy,0,442,0,10,0,432,0,0,2.26,0.83,51.4,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-10-23,Androy,0,442,0,10,0,432,0,0,2.26,0.84,55.3,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-10-24,Androy,0,442,0,10,0,432,0,0,2.26,0.73,50.3,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-10-25,Androy,0,442,0,10,0,432,0,0,2.26,0.64,33.4,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-10-26,Androy,0,442,0,10,0,432,0,0,2.26,0.71,45.7,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-10-27,Androy,0,442,0,10,0,432,0,0,2.26,0.82,35.7,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-10-28,Androy,0,442,0,10,0,432,0,0,2.26,0.84,53.7,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-10-29,Androy,0,442,0,10,0,432,0,0,2.26,0.79,35.5,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-10-30,Androy,0,442,0,10,0,432,0,0,2.26,0.63,42.6,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-10-31,Androy,0,442,0,10,0,432,0,0,2.26,0.5,36.0,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-11-01,Androy,0,442,0,10,0,432,0,0,2.26,0.77,47.3,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-11-02,Androy,0,442,0,10,0,432,0,0,2.26,0.88,35.1,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-11-03,Androy,0,442,0,10,0,432,0,0,2.26,0.71,30.6,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-11-04,Androy,0,442,0,10,0,432,0,0,2.26,0.73,33.2,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-11-05,Androy,0,442,0,10,0,432,0,0,2.26,0.54,43.2,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-11-06,Androy,0,442,0,10,0,432,0,0,2.26,0.63,43.5,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-11-07,Androy,0,442,0,10,0,432,0,0,2.26,0.51,32.2,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-11-08,Androy,0,442,0,10,0,432,0,0,2.26,0.53,33.9,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-11-09,Androy,0,442,0,10,0,432,0,0,2.26,0.67,43.2,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-11-10,Androy,0,442,0,10,0,432,0,0,2.26,0.63,33.1,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-11-11,Androy,0,442,0,10,0,432,0,0,2.26,0.84,48.8,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-11-12,Androy,0,442,0,10,0,432,0,0,2.26,0.75,39.3,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-11-13,Androy,0,442,0,10,0,432,0,0,2.26,0.86,39.2,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-11-14,Androy,0,442,0,10,0,432,0,0,2.26,0.76,57.5,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-11-15,Androy,0,442,0,10,0,432,0,0,2.26,0.9,36.2,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-11-16,Androy,0,442,0,10,0,432,0,0,2.26,0.85,51.4,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-11-17,Androy,0,442,0,10,0,432,0,0,2.26,0.53,35.3,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-11-18,Androy,0,442,0,10,0,432,0,0,2.26,0.7,45.3,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-11-19,Androy,0,442,0,10,0,432,0,0,2.26,0.81,43.0,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-11-20,Androy,0,442,0,10,0,432,0,0,2.26,0.79,59.9,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-11-21,Androy,0,442,0,10,0,432,0,0,2.26,0.88,46.3,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-11-22,Androy,0,442,0,10,0,432,0,0,2.26,0.81,40.3,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-11-23,Androy,0,442,0,10,0,432,0,0,2.26,0.81,49.1,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-11-24,Androy,0,442,0,10,0,432,0,0,2.26,0.67,44.5,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-11-25,Androy,0,442,0,10,0,432,0,0,2.26,0.68,49.6,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-11-26,Androy,0,442,0,10,0,432,0,0,2.26,0.78,44.7,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-11-27,Androy,0,442,0,10,0,432,0,0,2.26,0.84,58.4,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-11-28,Androy,0,442,0,10,0,432,0,0,2.26,0.77,35.7,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-11-29,Androy,0,442,0,10,0,432,0,0,2.26,0.57,60.0,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-11-30,Androy,0,442,0,10,0,432,0,0,2.26,0.71,49.8,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-12-01,Androy,0,442,0,10,0,432,0,0,2.26,0.7,49.9,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-12-02,Androy,0,442,0,10,0,432,0,0,2.26,0.68,56.2,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-12-03,Androy,0,442,0,10,0,432,0,0,2.26,0.61,59.8,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-12-04,Androy,0,442,0,10,0,432,0,0,2.26,0.75,32.7,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-12-05,Androy,0,442,0,10,0,432,0,0,2.26,0.68,41.9,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-12-06,Androy,0,442,0,10,0,432,0,0,2.26,0.87,38.9,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-12-07,Androy,0,442,0,10,0,432,0,0,2.26,0.69,51.7,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-12-08,Androy,0,442,0,10,0,432,0,0,2.26,0.54,35.6,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-12-09,Androy,0,442,0,10,0,432,0,0,2.26,0.76,33.0,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-12-10,Androy,0,442,0,10,0,432,0,0,2.26,0.61,42.5,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-12-11,Androy,0,442,0,10,0,432,0,0,2.26,0.59,39.8,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-12-12,Androy,0,442,0,10,0,432,0,0,2.26,0.6,53.3,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-12-13,Androy,0,442,0,10,0,432,0,0,2.26,0.6,53.6,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-12-14,Androy,0,442,0,10,0,432,0,0,2.26,0.6,31.9,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-12-15,Androy,0,442,0,10,0,432,0,0,2.26,0.86,51.7,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-12-16,Androy,0,442,0,10,0,432,0,0,2.26,0.59,39.1,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-12-17,Androy,0,442,0,10,0,432,0,0,2.26,0.59,52.1,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-12-18,Androy,0,442,0,10,0,432,0,0,2.26,0.51,58.9,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-12-19,Androy,0,442,0,10,0,432,0,0,2.26,0.65,38.6,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-12-20,Androy,0,442,0,10,0,432,0,0,2.26,0.81,39.6,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-12-21,Androy,0,442,0,10,0,432,0,0,2.26,0.73,42.2,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-12-22,Androy,0,442,0,10,0,432,0,0,2.26,0.75,33.0,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-12-23,Androy,0,442,0,10,0,432,0,0,2.26,0.65,57.1,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-12-24,Androy,0,442,0,10,0,432,0,0,2.26,0.89,33.4,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-12-25,Androy,0,442,0,10,0,432,0,0,2.26,0.76,42.4,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-12-26,Androy,0,442,0,10,0,432,0,0,2.26,0.64,30.6,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-12-27,Androy,0,442,0,10,0,432,0,0,2.26,0.55,37.0,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-12-28,Androy,0,442,0,10,0,432,0,0,2.26,0.68,50.1,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-12-29,Androy,0,442,0,10,0,432,0,0,2.26,0.72,42.9,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-12-30,Androy,0,442,0,10,0,432,0,0,2.26,0.75,42.9,1065878,MDG,Africa,0.0,0.0
Madagascar,2023-12-31,Androy,0,442,0,10,0,432,0,0,2.26,0.65,59.3,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-01-01,Androy,0,442,0,10,0,432,0,0,2.26,1.44,62.6,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-01-02,Androy,0,442,0,10,0,432,0,0,2.26,1.37,84.9,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-01-03,Androy,0,442,0,10,0,432,0,0,2.26,1.35,65.6,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-01-04,Androy,0,442,0,10,0,432,0,0,2.26,1.37,64.7,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-01-05,Androy,0,442,0,10,0,432,0,0,2.26,1.43,73.2,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-01-06,Androy,0,442,0,10,0,432,0,0,2.26,1.21,68.7,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-01-07,Androy,0,442,0,10,0,432,0,0,2.26,1.39,62.9,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-01-08,Androy,0,442,0,10,0,432,0,0,2.26,1.46,63.0,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-01-09,Androy,0,442,0,10,0,432,0,0,2.26,1.27,79.1,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-01-10,Androy,0,442,0,10,0,432,0,0,2.26,1.41,62.4,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-01-11,Androy,0,442,0,10,0,432,0,0,2.26,1.21,68.8,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-01-12,Androy,0,442,0,10,0,432,0,0,2.26,1.47,71.5,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-01-13,Androy,0,442,0,10,0,432,0,0,2.26,1.46,81.4,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-01-14,Androy,0,442,0,10,0,432,0,0,2.26,1.12,77.5,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-01-15,Androy,0,442,0,10,0,432,0,0,2.26,1.45,69.2,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-01-16,Androy,0,442,0,10,0,432,0,0,2.26,1.29,65.9,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-01-17,Androy,0,442,0,10,0,432,0,0,2.26,1.31,68.8,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-01-18,Androy,0,442,0,10,0,432,0,0,2.26,1.39,65.9,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-01-19,Androy,0,442,0,10,0,432,0,0,2.26,1.3,71.7,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-01-20,Androy,0,442,0,10,0,432,0,0,2.26,1.26,66.3,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-01-21,Androy,0,442,0,10,0,432,0,0,2.26,1.39,65.5,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-01-22,Androy,0,442,0,10,0,432,0,0,2.26,1.46,75.2,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-01-23,Androy,0,442,0,10,0,432,0,0,2.26,1.49,82.9,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-01-24,Androy,0,442,0,10,0,432,0,0,2.26,1.16,79.6,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-01-25,Androy,0,442,0,10,0,432,0,0,2.26,1.17,83.5,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-01-26,Androy,0,442,0,10,0,432,0,0,2.26,1.37,64.7,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-01-27,Androy,0,442,0,10,0,432,0,0,2.26,1.17,78.7,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-01-28,Androy,0,442,0,10,0,432,0,0,2.26,1.35,63.3,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-01-29,Androy,0,442,0,10,0,432,0,0,2.26,1.3,80.7,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-01-30,Androy,0,442,0,10,0,432,0,0,2.26,1.16,60.3,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-01-31,Androy,0,442,0,10,0,432,0,0,2.26,1.15,64.6,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-02-01,Androy,0,442,0,10,0,432,0,0,2.26,1.35,68.4,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-02-02,Androy,0,442,0,10,0,432,0,0,2.26,1.14,69.9,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-02-03,Androy,0,442,0,10,0,432,0,0,2.26,1.33,67.6,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-02-04,Androy,0,442,0,10,0,432,0,0,2.26,1.33,82.8,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-02-05,Androy,0,442,0,10,0,432,0,0,2.26,1.26,83.5,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-02-06,Androy,0,442,0,10,0,432,0,0,2.26,1.44,60.5,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-02-07,Androy,0,442,0,10,0,432,0,0,2.26,1.37,68.5,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-02-08,Androy,0,442,0,10,0,432,0,0,2.26,1.2,78.4,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-02-09,Androy,0,442,0,10,0,432,0,0,2.26,1.39,77.2,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-02-10,Androy,0,442,0,10,0,432,0,0,2.26,1.12,74.8,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-02-11,Androy,0,442,0,10,0,432,0,0,2.26,1.34,84.2,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-02-12,Androy,0,442,0,10,0,432,0,0,2.26,1.41,69.0,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-02-13,Androy,0,442,0,10,0,432,0,0,2.26,1.35,82.3,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-02-14,Androy,0,442,0,10,0,432,0,0,2.26,1.43,70.9,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-02-15,Androy,0,442,0,10,0,432,0,0,2.26,1.47,84.3,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-02-16,Androy,0,442,0,10,0,432,0,0,2.26,1.41,64.4,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-02-17,Androy,0,442,0,10,0,432,0,0,2.26,1.4,70.1,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-02-18,Androy,0,442,0,10,0,432,0,0,2.26,1.2,62.9,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-02-19,Androy,0,442,0,10,0,432,0,0,2.26,1.14,70.1,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-02-20,Androy,0,442,0,10,0,432,0,0,2.26,1.32,76.9,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-02-21,Androy,0,442,0,10,0,432,0,0,2.26,1.45,63.6,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-02-22,Androy,0,442,0,10,0,432,0,0,2.26,1.23,60.8,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-02-23,Androy,0,442,0,10,0,432,0,0,2.26,1.37,60.6,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-02-24,Androy,0,442,0,10,0,432,0,0,2.26,1.12,75.0,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-02-25,Androy,0,442,0,10,0,432,0,0,2.26,1.18,76.4,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-02-26,Androy,0,442,0,10,0,432,0,0,2.26,1.24,66.5,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-02-27,Androy,0,442,0,10,0,432,0,0,2.26,1.4,78.5,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-02-28,Androy,0,442,0,10,0,432,0,0,2.26,1.12,78.1,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-02-29,Androy,0,442,0,10,0,432,0,0,2.26,1.48,71.8,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-03-01,Androy,0,442,0,10,0,432,0,0,2.26,1.31,68.5,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-03-02,Androy,0,442,0,10,0,432,0,0,2.26,1.41,79.1,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-03-03,Androy,0,442,0,10,0,432,0,0,2.26,1.46,78.1,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-03-04,Androy,0,442,0,10,0,432,0,0,2.26,1.49,84.3,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-03-05,Androy,0,442,0,10,0,432,0,0,2.26,1.26,78.0,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-03-06,Androy,0,442,0,10,0,432,0,0,2.26,1.11,69.6,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-03-07,Androy,0,442,0,10,0,432,0,0,2.26,1.26,80.8,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-03-08,Androy,0,442,0,10,0,432,0,0,2.26,1.21,65.4,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-03-09,Androy,0,442,0,10,0,432,0,0,2.26,1.28,65.7,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-03-10,Androy,0,442,0,10,0,432,0,0,2.26,1.17,71.9,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-03-11,Androy,0,442,0,10,0,432,0,0,2.26,1.21,63.0,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-03-12,Androy,0,442,0,10,0,432,0,0,2.26,1.2,78.7,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-03-13,Androy,0,442,0,10,0,432,0,0,2.26,1.14,62.4,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-03-14,Androy,0,442,0,10,0,432,0,0,2.26,1.26,64.1,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-03-15,Androy,0,442,0,10,0,432,0,0,2.26,1.25,82.9,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-03-16,Androy,0,442,0,10,0,432,0,0,2.26,1.16,78.0,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-03-17,Androy,0,442,0,10,0,432,0,0,2.26,1.13,79.4,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-03-18,Androy,0,442,0,10,0,432,0,0,2.26,1.47,79.5,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-03-19,Androy,0,442,0,10,0,432,0,0,2.26,1.45,78.5,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-03-20,Androy,0,442,0,10,0,432,0,0,2.26,1.21,65.7,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-03-21,Androy,0,442,0,10,0,432,0,0,2.26,1.46,60.8,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-03-22,Androy,0,442,0,10,0,432,0,0,2.26,1.32,68.4,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-03-23,Androy,0,442,0,10,0,432,0,0,2.26,1.46,64.1,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-03-24,Androy,0,442,0,10,0,432,0,0,2.26,1.25,62.4,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-03-25,Androy,0,442,0,10,0,432,0,0,2.26,1.48,68.4,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-03-26,Androy,0,442,0,10,0,432,0,0,2.26,1.25,61.5,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-03-27,Androy,0,442,0,10,0,432,0,0,2.26,1.14,83.3,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-03-28,Androy,0,442,0,10,0,432,0,0,2.26,1.36,75.3,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-03-29,Androy,0,442,0,10,0,432,0,0,2.26,1.42,75.7,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-03-30,Androy,0,442,0,10,0,432,0,0,2.26,1.2,82.8,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-03-31,Androy,0,442,0,10,0,432,0,0,2.26,1.2,80.5,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-04-01,Androy,0,442,0,10,0,432,0,0,2.26,1.21,66.4,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-04-02,Androy,0,442,0,10,0,432,0,0,2.26,1.33,63.4,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-04-03,Androy,0,442,0,10,0,432,0,0,2.26,1.25,72.6,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-04-04,Androy,0,442,0,10,0,432,0,0,2.26,1.46,69.6,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-04-05,Androy,0,442,0,10,0,432,0,0,2.26,1.12,80.5,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-04-06,Androy,0,442,0,10,0,432,0,0,2.26,1.35,77.0,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-04-07,Androy,0,442,0,10,0,432,0,0,2.26,1.14,64.4,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-04-08,Androy,0,442,0,10,0,432,0,0,2.26,1.32,65.0,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-04-09,Androy,0,442,0,10,0,432,0,0,2.26,1.43,60.6,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-04-10,Androy,0,442,0,10,0,432,0,0,2.26,1.43,71.6,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-04-11,Androy,0,442,0,10,0,432,0,0,2.26,1.34,65.0,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-04-12,Androy,0,442,0,10,0,432,0,0,2.26,1.26,74.4,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-04-13,Androy,0,442,0,10,0,432,0,0,2.26,1.16,69.8,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-04-14,Androy,0,442,0,10,0,432,0,0,2.26,1.37,82.6,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-04-15,Androy,0,442,0,10,0,432,0,0,2.26,1.2,79.0,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-04-16,Androy,0,442,0,10,0,432,0,0,2.26,1.15,64.7,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-04-17,Androy,0,442,0,10,0,432,0,0,2.26,1.42,81.6,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-04-18,Androy,0,442,0,10,0,432,0,0,2.26,1.32,64.2,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-04-19,Androy,0,442,0,10,0,432,0,0,2.26,1.17,83.7,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-04-20,Androy,0,442,0,10,0,432,0,0,2.26,1.32,67.8,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-04-21,Androy,0,442,0,10,0,432,0,0,2.26,1.34,66.9,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-04-22,Androy,0,442,0,10,0,432,0,0,2.26,1.4,64.3,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-04-23,Androy,0,442,0,10,0,432,0,0,2.26,1.21,78.0,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-04-24,Androy,0,442,0,10,0,432,0,0,2.26,1.12,84.9,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-04-25,Androy,0,442,0,10,0,432,0,0,2.26,1.23,77.4,1065878,MDG,Africa,0.0,0.0
Madagascar,2024-04-26,Androy,0,442,0,10,0,432,0,0,2.26,1.13,74.2,1065878,MDG,Africa,0.0,0.0
